receipt_no,transaction_id,transaction_date,transaction_time,store_name,till_id,cashier_name,customer_phone,product_code,product_name,category,quantity,unit_price_ngn,discount_pct,payment_method
RCPT-102520,TXN102520,2026-06-15,21:39:00,Surulere Branch,TILL-01,Ibrahim Musa,8174065586,SKU1008,Milo 400g,Beverages,271,"₦2,310.00",0,Cash
RCPT-100470,TXN100470,2026-06-09,20:37:00,IKEJA,TILL-02,Ibrahim Musa,,SKU1019,Titus Sardine 125g,Canned Foods,2,660,0,Cash
RCPT-101653,TXN101653,2026-05-20,11:17:00,minimart express-ikeja ,TILL-02,Blessing Nwosu,,SKU1025,Tom Tom Sweet (pack),Snacks,2,340,0,Bank Transfer
RCPT-102267,TXN102267,29-03-2026,14:25:00,minimart express-ikeja ,TILL-02,Tunde Bakare,,SKU1018,Maltina 33cl,Beverages,1,460.00,0,Cash
RCPT-101499,TXN101499,05/05/2026,18:03:00,Ikeja Branch,TILL-02,Segun Adeyemi,,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,1200,0,POS
RCPT-100219,TXN100219,07/08/2026,02:03 PM,minimart express-ikeja ,TILL-02,,7767787345,SKU1009,Cowbell Milk Powder 360g,Dairy,2,1690,0,transfer
RCPT-101614,TXN101614,2026-03-28,18:07:00,MiniMart Express - Yaba,TILL-01,,,SKU1006,Bigi Cola 50cl,Beverages,1,390,0,POS Card
RCPT-102345,TXN102345,03/20/2026,13:20:00,Surulere Branch,TILL-01,Tunde Bakare,+2348544879513,SKU1006,Bigi Cola 50cl,Beverages,1,370,0,Cash
RCPT-101454,TXN101454,2026-07-10,18:02:00,MiniMart Express - Ikeja,TILL-01,Fatima Bello,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,2640,0,Bank Transfer
RCPT-102156,TXN102156,2026-04-17,19:13:00,minimart express-ikeja ,TILL-01,Chidinma Okafor,2348812152060,SKU1001,INDOMIE NOODLES 70G,Grains & Staples,4,160.00,0,POS Card
RCPT-102389,TXN102389,2026-04-19,14:15:00,MiniMart Express - Surulere,TILL-01,Ibrahim Musa,2348287868697,SKU1025,Tom Tom Sweet (pack),SNACKS,3,330,0,ATM Card
RCPT-101245,TXN101245,05/06/2026,17:40:00,IKEJA,TILL-02,Emeka Obi,2347494859689,SKU1017,La Casera 50cl,Beverages,2,390,0,Cash
RCPT-100206,TXN100206,2026-06-16,14:34:00,Ikeja Branch,TILL-01,Segun Adeyemi,2347418328019,SKU1020,Cerelac Infant Cereal 400g,Baby Products,2,3220,0,POS
RCPT-100426,TXN100426,2026-06-25,09:27:00,MiniMart Express - Yaba,TILL-01,Fatima Bello,+2348982823015,SKU1006,Bigi Cola 50cl,Beverages,5,350,15,Cash
RCPT-100846,TXN100846,2026-03-27,12:57:00, Yaba,TILL-03,Emeka Obi,,SKU1010,Mama Gold Rice5kg,Grains & Staples,4,6740,0,transfer
RCPT-100468,TXN100468,2026-05-23,11:10:00,Surulere Branch,TILL-01,Fatima Bello,+2348576453433,SKU1005,Coca-Cola 50cl,Beverages,3,,0,Cash
RCPT-100756,TXN100756,04/01/2026,07:54:00,minimart express-ikeja ,TILL-01,Amaka Eze,,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,2,2440,0,POS Card
RCPT-102593,TXN102593,2026-06-14,10:05:00,Surulere Branch,TILL-01,Chidinma Okafor,,SKU1025,Tom Tom Sweet (pack),Snacks,1,₦300.00,0,ATM Card
RCPT-102494,TXN102494,17/05/2026,07:05 PM,MiniMart Express - Ikeja,TILL-02,Ibrahim Musa,+2347619086415,SKU1010,Mama Gold Rice 5kg,Grains & Staples,1,6320,0,POS Card
RCPT-100446,TXN100446,2026-05-15,19:59:00,minimart express-ikeja ,TILL-01,Blessing Nwosu,0 7 4 7 7 0 4 8 9 5 6,SKU1006,Bigi Cola 50cl,Beverages,1,₦370.00,0,POS Card
RCPT-100274,TXN100274,2026-06-15,16:36:00,Ikeja Branch,TILL-02,Emeka Obi,,SKU1013,Omo Detergent 900g,Household,2,,0,Cash
RCPT-100769,TXN100769,2026-05-10,07:24:00,MiniMart Express - Surulere,TILL-01,Fatima Bello,7356121915,SKU1008,Milo 400g,Beverages,3,2410,0,POS Card
RCPT-102067,TXN102067,2026-06-11,18:31:00,Yaba Branch,TILL-01,Blessing Nwosu,,SKU1014,Dettol Soap 65g,Personal Care,2,360,0,Cash
RCPT-100404,TXN100404,14-07-2026,19:44:00,minimart express-ikeja ,TILL-01,Fatima Bello,,SKU1007,Gala Sausage Roll,Snacks,1,260.00,0,ussd
RCPT-101283,TXN101283,04/02/2026,17:07:00,MiniMart Express - Ikeja,TILL-01,Tunde Bakare,,SKU1021,Bournvita 500g,Beverages,2,2170,5,transfer
RCPT-100984,TXN100984,2026-05-24,12:52:00,SURULERE,TILL-01,Amaka Eze,8947268157,SKU1014,Dettol Soap 65g,Personal Care,2,,0,Bank Transfer
RCPT-100935,TXN100935,2026-06-15,10:35:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,+2347572218976,SKU1017,La Casera 50cl,Beverages,1,380,0,pos
RCPT-101562,TXN101562,2026-05-19,09:53:00,Yaba Branch,TILL-03,Blessing Nwosu,,SKU1029,Dano Milk Powder 400g,Dairy,3,2990,0,POS Card
RCPT-101017,TXN101017,04/16/2026,17:54:00,SURULERE,TILL-01,Amaka Eze,2348121564157,SKU1023,Ariel Detergent 900g,Household,2,1660,0,cash
RCPT-100876,TXN100876,31/05/2026,10:01 AM,MiniMart Express - Yaba,TILL-03,Chidinma Okafor,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,,0,Bank Transfer
RCPT-101637,TXN101637,2026-04-30,16:50:00,YABA,TILL-03,Amaka Eze,,SKU1001,INDOMIE NOODLES 70G,Grains & Staples,3,140,0,Cash
RCPT-101807,TXN101807,2026-03-14,16:43:00,SURULERE,TILL-01,Blessing Nwosu,,SKU1026,Chivita Juice 1L,Beverages,1,,0,transfer
RCPT-102403,TXN102403,2026-06-29,19:48:00,MiniMart Express - Surulere,TILL-01,Tunde Bakare,,SKU1029,Dano Milk Powder 400g,Dairy,3,"3,060.00",5,transfer
RCPT-100643,TXN100643,2026-05-06,11:37:00,IKEJA,TILL-02,Chidinma Okafor,2348314511437,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,2,,0,ATM Card
RCPT-102012,TXN102012,2026-05-06,20:11:00,YABA,TILL-03,Blessing Nwosu,,SKU1002,peak milk evaporated170g,Dairy,1,670,0,USSD
RCPT-101293,TXN101293,05/14/2026,19:41:00,Ikeja Branch,TILL-01,Emeka Obi,,SKU1009,Cowbell Milk Powder 360g,Dairy,3,1880,0,POS
RCPT-101730,TXN101730,2026-07-03,11:06:00,MiniMart Express - Ikeja,TILL-01,Fatima Bello,,SKU1003,Golden Morn 500g,Grains & Staples,5,1470,0,Cash
RCPT-101133,TXN101133,24/05/2026,16:02:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,8616547750,SKU1010,MAMA GOLD RICE 5KG,Grains & Staples,2,,0,Card
RCPT-102139,TXN102139,03/07/2026,08:57:00,SURULERE,TILL-01,Blessing Nwosu,,SKU1028,Semovita 2kg,Grains & Staples,1,2300,0,Bank Transfer
RCPT-102475,TXN102475,2026-04-13,20:30:00,minimart express-ikeja ,TILL-02,Segun Adeyemi,8 9 4 6 2 8 5 0 3 6,SKU1003,Golden Morn 500g,Grains & Staples,3,1560,0,CASH
RCPT-101824,TXN101824,2026-04-12,17:00:00,MiniMart Express - Yaba,TILL-01,Tunde Bakare,7737992456,SKU1021,Bournvita 500g,Beverages,2,2630,0,Card
RCPT-102523,TXN102523,08-05-2026,16:42:00,MiniMart Express - Yaba,TILL-03,Ibrahim Musa,,SKU1009,Cowbell Milk Powder 360g,Dairy,1,"₦1,880.00",15,Card
RCPT-100142,TXN100142,2026-04-16,19:24:00,Ikeja Branch,TILL-02,,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,2550,0,pos
RCPT-102371,TXN102371,26-03-2026,12:43:00,Ikeja Branch,TILL-01,Emeka Obi,2348227837416,SKU1001,Indomie Noodle 70g,Grains & Staples,1,150,0,Bank Transfer
RCPT-101068,TXN101068,2026-05-06,15:39:00,MiniMart Express - Surulere,TILL-01,Segun Adeyemi,,SKU1005,Coke 50cl,Beverages,3,460,0,pos
RCPT-102343,TXN102343,2026-06-25,09:35:00,MiniMart Express - Yaba,TILL-02,Segun Adeyemi,,SKU1029,Dano Milk Powder 400g,Dairy,1,2800,0,USSD
RCPT-102507,TXN102507,2026-05-05,10:12:00,SURULERE,TILL-01,Blessing Nwosu,9017891331,SKU1010,Mama Gold Rice 5kg,Grains & Staples,2,6240,0,cash
RCPT-101581,TXN101581,2026-07-05,08:22:00,YABA,TILL-03,Amaka Eze,,SKU1007,Gala Sausage Roll,Snacks,1,₦270.00,0,Cash
RCPT-101390,TXN101390,2026-05-19,11:36:00,Ikeja Branch,TILL-01,Blessing Nwosu,+2348963446751,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,2,2620,0,Cash
RCPT-101812,TXN101812,2026-07-21,07:57:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1010,MAMA GOLD RICE 5KG,Grains & Staples,1,,0,transfer
RCPT-100207,TXN100207,2026-06-20,17:44:00, Yaba,TILL-02,Blessing Nwosu,+ 2 3 4 7 2 5 2 4 7 0 0 2 2,SKU1004,DANGOTE SUGAR 1KG ,Grains & Staples,4,"1,340.00",0,Cash
RCPT-101978,TXN101978,2026-03-03,19:41:00,YABA,TILL-03,Tunde Bakare,,SKU1006,Bigi Cola 50cl,Beverages,1,360,0,Cash
RCPT-102532,TXN102532,2026-07-25,19:43:00,Surulere Branch,TILL-01,Emeka Obi,7556978638,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,5,"₦2,700.00",0,POS Card
RCPT-102189,TXN102189,2026-03-28,07:11:00,Ikeja Branch,TILL-01,Blessing Nwosu,,SKU1027,Amstel Malta 33cl,Beverages,1,360,0,pos
RCPT-101218,TXN101218,2026-04-16,14:58:00,IKEJA,TILL-01,Emeka Obi,2347402923322,SKU1030,Nasco Cornflakes 500g,Grains & Staples,1,2040,0,Cash
RCPT-101163,TXN101163,2026-07-26,18:24:00,MiniMart Express - Ikeja,TILL-01,Ibrahim Musa,+2347129877446,SKU1004,Dangote Sugar 1kg,Grains & Staples,4,1190,0,POS Card
RCPT-100383,TXN100383,02-07-2026,08:50:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,,SKU1002,Peak Milk Evap 170g,Dairy,2,₦720.00,0,POS
RCPT-100555,TXN100555,2026-05-23,15:50:00,Surulere Branch,TILL-01,Chidinma Okafor,2349065648789,SKU1029,Dano Milk Powder 400g,Dairy,2,2760,0,ATM Card
RCPT-102190,TXN102190,2026-03-17,11:54:00,MiniMart Express - Yaba,TILL-03,Chidinma Okafor,,SKU1027,Amstel Malta 33cl,Beverages,2,₦390.00,0,ussd
RCPT-102442,TXN102442,2026-03-30,08:39:00,Yaba Branch,TILL-02,Blessing Nwosu,,SKU1009,Cowbell Milk Powder 360g,Dairy,2,1650,0,Cash
RCPT-101917,TXN101917,2026-07-10,11:03:00,MiniMart Express - Ikeja,TILL-01,Amaka Eze,09089314030,SKU1013,Omo Detergent 900g,Household,2,1770,0,cash
RCPT-101685,TXN101685,2026-04-17,13:19:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,2290,0,POS Card
RCPT-100501,TXN100501,2026-07-26,19:45:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1009,Cowbell Milk Powder 360g,DAIRY,3,1750,0,ussd
RCPT-101007,TXN101007,2026-03-15,20:35:00, Yaba,TILL-03,Fatima Bello,+2348078101291,SKU1009,Cowbell Milk Powder 360g,Dairy,1,2070,0,Transfer
RCPT-102342,TXN102342,2026-07-07,17:58:00,YABA,TILL-01,Chidinma Okafor,,SKU1002,Peak Milk Evaporated 170g,Dairy,2,610,0,Cash
RCPT-101471,TXN101471,2026-06-16,19:38:00,MiniMart Express - Yaba,TILL-02,Blessing Nwosu,,SKU1019,Titus Sardine 125g,Canned Foods,3,670,0,pos
RCPT-102141,,2026-07-26,17:12:00,SURULERE,TILL-01,Blessing Nwosu,08404543122,SKU1021,Bournvita 500g,Beverages,1,2680,0,ussd
RCPT-102390,TXN102390,2026-07-03,20:07:00,Surulere Branch,TILL-01,Blessing Nwosu,,SKU1029,Dano Milk Powder 400g,Dairy,1,3080,0,pos
RCPT-101478,TXN101478,2026-06-14,14:25:00,minimart express-ikeja ,TILL-02,Segun Adeyemi,,SKU1002,peak milk evaporated170g,Dairy,4,680,0,transfer
RCPT-102112,TXN102112,2026-07-10,16:18:00,Surulere Branch,TILL-01,Segun Adeyemi,+2348007109811,SKU1020,Cerelac Infant Cereal 400g,Baby Products,3,3190,0,Bank Transfer
RCPT-101046,TXN101046,2026-05-14,11:42:00,SURULERE,TILL-01,Tunde Bakare,,SKU1020,Cerelac Infant Cereal 400g,Baby Products,2,"₦3,230.00",0,cash
RCPT-101600,TXN101600,2026-03-27,17:38:00,Yaba Branch,TILL-03,Ibrahim Musa,,SKU1029,Dano Milk Powder 400g,Dairy,1,3210,0,POS Card
RCPT-102496,TXN102496,2026-04-07,14:23:00,SURULERE,TILL-01,Fatima Bello,08102610074,SKU1013,Omo Detergent 900g,Household,1,1490,0,pos
RCPT-100104,TXN100104,2026-07-06,08:39:00,MiniMart Express - Ikeja,TILL-01,Amaka Eze,,SKU1021,Bournvita 500g,Beverages,1,2630,0,ussd
RCPT-100797,TXN100797,27-07-2026,14:03:00,SURULERE,TILL-01,Emeka Obi,,SKU1027,Amstel Malta 33cl,Beverages,2,430,0,CASH
RCPT-100772,TXN100772,2026-03-03,10:42:00,SURULERE,TILL-01,Amaka Eze,,SKU1025,Tom Tom Sweet (pack),Snacks,4,320,0,Cash
RCPT-100198,TXN100198,18-05-2026,12:09:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1018,Maltina 33cl,Beverages,1,₦450.00,0,POS
RCPT-100796,TXN100796,2026-03-05,17:58:00,Yaba Branch,TILL-01,Amaka Eze,,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,1,4110,0,cash
RCPT-100671,TXN100671,2026-06-24,08:17:00,Yaba Branch,TILL-01,Emeka Obi,2347505866530,SKU1028,Semovita 2kg,Grains & Staples,-1,"2,230.00",0,POS Card
RCPT-101280,TXN101280,2026-04-01,09:23:00,IKEJA,TILL-02,Segun Adeyemi,08578409202,SKU1016,Eva Water 75cl,Beverages,3,210.00,0,POS Card
RCPT-100844,TXN100844,2026-07-07,09:13:00,Surulere Branch,TILL-01,,7934278458,SKU1014,Dettol Soap 65g,Personal Care,3,320,0,ussd
RCPT-100266,TXN100266,2026-03-22,17:51:00,SURULERE,TILL-01,,,SKU1029,Dano Milk Powder 400g,Dairy,1,"3,000.00",0,POS Card
RCPT-101589,TXN101589,2026-07-29,18:03:00,YABA,TILL-01,Ibrahim Musa,7 3 1 5 0 7 3 1 9 3,SKU1009,Cowbell Milk Powder 360g,Dairy,1,"₦1,650.00",0,pos
RCPT-101565,TXN101565,2026-04-09,14:27:00,IKEJA,TILL-01,Amaka Eze,,SKU1023,Ariel Detergent 900g,Household,2,1890,0,POS
RCPT-101633,TXN101633,2026-07-21,16:13:00,MiniMart Express - Yaba,TILL-01,Tunde Bakare,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,4,340,0,pos
RCPT-101154,TXN101154,2026-06-07,15:08:00,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,+2348577093603,SKU1029,Dano Milk Powder 400g,Dairy,2,2930,0,Cash
RCPT-102270,TXN102270,2026-05-22,10:40:00,MiniMart Express - Ikeja,TILL-01,Ibrahim Musa,7201178089,SKU1004,DANGOTE SUGAR 1KG ,Grains & Staples,1,"1,150.00",5,Transfer
RCPT-101298,TXN101298,2026-04-17,11:10:00,MiniMart Express - Yaba,TILL-02,Amaka Eze,,SKU1028,Semovita 2kg,Grains & Staples,1,"₦2,250.00",0,USSD
RCPT-102218,TXN102218,2026-05-01,10:35:00,SURULERE,TILL-01,Ibrahim Musa,,SKU1003,Golden Morn 500g,Grains & Staples,1,1400,0,Cash
RCPT-102323,TXN102323,2026-03-04,18:44:00,MiniMart Express - Surulere,TILL-01,Segun Adeyemi,,SKU1023,Ariel Detergent 900g,Household,2,,10,Cash
RCPT-102580,TXN102580,2026-05-03,07:19:00,Yaba Branch,TILL-03,Chidinma Okafor,08193899180,SKU1026,Chivita Juice 1L,Beverages,2,1330,0,pos
RCPT-101849,TXN101849,18/03/2026,17:41:00,IKEJA,TILL-02,Fatima Bello,,SKU1018,Maltina 33cl,Beverages,2,470,0,USSD
RCPT-101415,TXN101415,21/04/2026,14:22:00,IKEJA,TILL-02,Ibrahim Musa,,SKU1027,Amstel Malta 33cl,Beverages,2,410,0,Bank Transfer
RCPT-102417,TXN102417,2026-03-02,13:41:00,YABA,TILL-02,Amaka Eze,+2347201061467,SKU1019,Titus Sardine 125g,Canned Foods,2,710,0,Card
RCPT-100973,TXN100973,2026-04-02,08:09:00, Yaba,TILL-01,Segun Adeyemi,8234388603,SKU1013,Omo Detergent 900g,Household,1,1530,0,Cash
RCPT-101999,TXN101999,26/06/2026,10:13:00,Surulere Branch,TILL-01,Blessing Nwosu,+2348117575434,SKU1016,Eva Water 75cl,Beverages,1,190,0,POS Card
RCPT-100278,TXN100278,2026-07-06,10:09:00,SURULERE,TILL-01,Tunde Bakare,7868628047,SKU1003,Golden Morn 500g,Grains & Staples,1,1330,0,USSD
RCPT-101516,TXN101516,2026-05-26,16:54:00,MiniMart Express - Ikeja,TILL-01,Fatima Bello,,SKU1010,MAMA GOLD RICE 5KG,Grains & Staples,1,6570,0,Cash
RCPT-100382,TXN100382,2026-06-02,11:08:00, Yaba,TILL-01,Blessing Nwosu,,SKU1016,Eva Water 75cl,Beverages,1,200.00,0,POS
RCPT-101535,TXN101535,2026-06-24,09:51:00,YABA,TILL-03,Emeka Obi,+2347866776618,SKU1023,Ariel Detergent 900g,Household,2,,0,Cash
RCPT-100313,TXN100313,2026-06-04,19:16:00,Ikeja Branch,TILL-02,Segun Adeyemi,2348406546545,SKU1009,Cowbell Milk Powder 360g,Dairy,4,1750,0,ATM Card
RCPT-102005,TXN102005,2026-05-23,19:27:00,MiniMart Express - Yaba,TILL-02,Tunde Bakare,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,320,0,POS Card
RCPT-100854,TXN100854,2026-03-09,09:42 PM,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,3,2430,0,Cash
RCPT-101515,TXN101515,2026-04-24,09:40:00,MiniMart Express - Ikeja,TILL-01,Amaka Eze,+2347422703031,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,2050,0,POS Card
RCPT-100219,TXN100219,2026-07-08,14:03:00,Ikeja Branch,TILL-02,Chidinma Okafor,7767787345,SKU1027,Amstel Malta 33cl,,5,380,0,transfer
RCPT-101032,TXN101032,19/06/2026,21:47:00,Ikeja Branch,TILL-02,Tunde Bakare,2348708913298,SKU1016,Eva Water 75cl,Beverages,2,190,0,USSD
RCPT-100509,TXN100509,2026-07-30,10:41:00,MiniMart Express - Yaba,TILL-02,Amaka Eze,+2347227233246,SKU1025,Tom Tom Sweet (pack),Snacks,2,310,0,pos
RCPT-100776,TXN100776,2026-04-18,10:56:00,YABA,TILL-02,Emeka Obi,+2347173207839,SKU1005,COCA COLA 50CL,Beverages,4,430,0,USSD
RCPT-101835,TXN101835,2026-06-23,15:59:00,IKEJA,TILL-02,Chidinma Okafor,,SKU1004,DANGOTE SUGAR 1KG ,Grains & Staples,1,1300,10,Cash
RCPT-101718,TXN101718,2026-05-08,06:21 PM,IKEJA,TILL-02,Tunde Bakare,2348022920377,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,1,4450,0,POS Card
RCPT-102172,TXN102172,2026-04-15,17:29:00,Ikeja Branch,TILL-02,Amaka Eze,,SKU1029,Dano Milk Powder 400g,Dairy,3,3210,0,Bank Transfer
RCPT-101000,TXN101000,2026-05-28,09:53:00,IKEJA,TILL-02,Tunde Bakare,+2347483009285,SKU1014,Dettol Soap 65g,Personal Care,4,320,0,POS Card
RCPT-101824,TXN101824,2026-04-12,17:00:00,MiniMart Express - Yaba,TILL-01,Tunde Bakare,7737992456,SKU1008,Milo 400g,Beverages,1,2380,0,Card
RCPT-102255,TXN102255,2026-06-25,13:28:00,SURULERE,TILL-01,Fatima Bello,,SKU1025,Tom Tom Sweet (pack),Snacks,1,320,0,Bank Transfer
RCPT-100289,TXN100289,2026-03-04,18:21:00,Ikeja Branch,TILL-01,Chidinma Okafor,08582180827,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,"2,110.00",0,ussd
RCPT-100939,TXN100939,11/05/2026,10:38:00,Surulere Branch,TILL-01,Emeka Obi,,SKU1001,INDOMIE NOODLES 70G,Grains & Staples,1,160,0,POS Card
RCPT-100169,TXN100169,2026-05-30,21:24:00,MiniMart Express - Yaba,TILL-03,Tunde Bakare,07917488605,SKU1001,Indomie Noodle 70g,Grains & Staples,1,160,0,transfer
RCPT-101330,TXN101330,21-04-2026,11:09:00,Ikeja Branch,TILL-02,Emeka Obi,07185265580,SKU1021,Bournvita 500g,Beverages,2,2520,5,Cash
RCPT-100611,TXN100611,2026-05-06,17:03:00,Surulere Branch,TILL-01,Segun Adeyemi,07723953395,SKU1023,Ariel Detergent 900g,Household,1,1650,0,Card
RCPT-100072,TXN100072,2026-03-31,21:28:00,Surulere Branch,TILL-01,Amaka Eze,,SKU1002,Peak Milk Evap 170g,DAIRY,1,720,0,ussd
RCPT-102384,TXN102384,01-04-2026,07:58:00, Yaba,TILL-02,Emeka Obi,09051513986,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,2120,0,CASH
RCPT-100179,TXN100179,25/04/2026,18:57:00,MiniMart Express - Yaba,TILL-02,Amaka Eze,+2347558416504,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,280.00,0,transfer
RCPT-101530,TXN101530,22/07/2026,11:11:00,Ikeja Branch,TILL-01,Amaka Eze,2347274557072,SKU1008,Milo 400g,Beverages,4,2370,0,Cash
RCPT-102349,TXN102349,2026-05-31,10:53:00,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,,SKU1005,Coca-Cola 50cl,Beverages,3,390.00,0,POS Card
RCPT-100272,TXN100272,2026-03-11,12:50:00,MiniMart Express - Surulere,TILL-01,Fatima Bello,,SKU1027,Amstel Malta 33cl,Beverages,1,420,0,POS Card
RCPT-100628,TXN100628,2026-04-02,09:45:00,minimart express-ikeja ,TILL-02,,,SKU1023,Ariel Detergent 900g,Household,3,1750,0,Cash
RCPT-101972,TXN101972,2026-07-16,15:08:00,Ikeja Branch,TILL-01,Segun Adeyemi,+2348425615859,SKU1021,Bournvita 500g,Beverages,1,2190,0,CASH
RCPT-102503,TXN102503,2026-07-14,21:57:00,SURULERE,TILL-01,Ibrahim Musa,,SKU1003,Golden Morn 500g,Grains & Staples,2,1350,0,CASH
RCPT-102178,TXN102178,2026-04-04,16:37:00,SURULERE,TILL-01,Blessing Nwosu,09057364497,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,3170,0,transfer
RCPT-101043,TXN101043,2026-05-03,18:48:00, Yaba,TILL-03,Amaka Eze,,SKU1007,Gala Sausage Roll,Snacks,1,₦230.00,0,POS Card
RCPT-101492,TXN101492,2026-06-14,17:50:00,minimart express-ikeja ,TILL-01,Blessing Nwosu,,SKU1013,Omo Detergent 900g,Household,5,1750,0,Cash
RCPT-100648,TXN100648,2026-03-14,12:39:00,Yaba Branch,TILL-01,Emeka Obi,8259983324,SKU1005,Coca Cola 50cl,Beverages,5,390,15,Transfer
RCPT-100640,TXN100640,2026-06-02,16:11:00, Yaba,TILL-03,Blessing Nwosu,,SKU1015,Close Up Toothpaste 140ml,Personal Care,1,930,0,Bank Transfer
RCPT-102018,TXN102018,2026-06-24,15:15:00,Surulere Branch,TILL-01,Amaka Eze,2347208072922,SKU1004,DANGOTE SUGAR 1KG ,Grains & Staples,1,1180,0,POS Card
