receipt_no,transaction_id,transaction_date,transaction_time,store_name,till_id,cashier_name,customer_phone,product_code,product_name,category,quantity,unit_price_ngn,discount_pct,payment_method
RCPT-200151,TXN200151,2026-08-07,03:36 PM,Ikeja Branch,TILL-01,Blessing Nwosu,8424521726,SKU1008,Milo 400g,Beverages,3,"2,020.00",0,Card
RCPT-200165,TXN200165,06/08/2026,12:58:00,Ikeja Branch,TILL-02,Blessing Nwosu,,SKU1006,Bigi Cola 50cl,,2,400,0,POS Card
RCPT-200199,TXN200199,2026-08-07,07:34:00,Ikeja Branch,TILL-01,Emeka Obi,+2347935348054,SKU1003,Golden Morn 500g,Grains & Staples,5,1590,0,USSD
RCPT-200250,TXN200250,2026-08-02,16:04:00,SURULERE,TILL-01,Tunde Bakare,7941541020,SKU1015,Close Up Toothpaste 140ml,Personal Care,5,1000,5,Cash
RCPT-200159,TXN200159,2026-08-04,18:50:00,SURULERE,TILL-01,Chidinma Okafor,8516454349,SKU1003,Golden Morn 500g,,1,1500,0,Transfer
RCPT-200238,TXN200238,14/08/2026,13:27:00,Ikeja Branch,TILL-02,Amaka Eze,,SKU1001,Indomie Noodles 70g,Grains & Staples,3,₦170.00,5,POS Card
RCPT-200265,TXN200265,2026-08-13,07:30:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,2,2490,0,POS Card
RCPT-200301,TXN200301,2026-08-06,15:26:00,MiniMart Express - Ikeja,TILL-02,Amaka Eze,,SKU1028,Semovita 2kg,Grains & Staples,2,2280,0,Cash
RCPT-200374,TXN200374,2026-08-07,19:04:00,MiniMart Express - Yaba,TILL-01,Ibrahim Musa,+2347477004071,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,3240,15,transfer
RCPT-200017,TXN200017,2026-08-07,14:05:00,IKEJA,TILL-02,Tunde Bakare,,SKU1008,Milo 400g,Beverages,1,"2,260.00",5,Transfer
RCPT-200124,TXN200124,2026-08-03,11:24 AM,YABA,TILL-01,Ibrahim Musa,,SKU1014,Dettol Soap 65g,Personal Care,1,340,0,USSD
RCPT-200175,TXN200175,2026-08-10,10:49:00,Surulere Branch,TILL-01,Amaka Eze,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,2,2110,0,Cash
RCPT-200011,TXN200011,11-08-2026,11:53:00,Ikeja Branch,TILL-01,Ibrahim Musa,8111072459,SKU1029,Dano Milk Powder 400g,Dairy,4,3040,0,USSD
RCPT-200064,TXN200064,2026-08-05,15:16:00,MiniMart Express - Yaba,TILL-02,Segun Adeyemi,,SKU1028,Semovita 2kg,Grains & Staples,1,2020,0,POS Card
RCPT-200225,TXN200225,11/08/2026,15:47:00,IKEJA,TILL-02,Tunde Bakare,,SKU1027,Amstel Malta 33cl,Beverages,3,420,15,Cash
RCPT-200294,TXN200294,2026-08-11,13:52:00,YABA,TILL-03,Fatima Bello,+2347713027091,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,3,330.00,0,Cash
RCPT-200101,TXN200101,2026-08-14,20:40:00,MiniMart Express - Ikeja,TILL-02,Tunde Bakare,08938765293,SKU1030,Nasco Cornflakes 500g,Grains & Staples,1,1780,0,pos
RCPT-200316,TXN200316,14/08/2026,21:46:00,MiniMart Express - Yaba,TILL-03,Tunde Bakare,+2348592140528,SKU1027,Amstel Malta 33cl,Beverages,2,370,0,Bank Transfer
RCPT-200375,TXN200375,2026-08-01,18:38:00,MiniMart Express - Surulere,TILL-01,Fatima Bello,+2348004900605,SKU1002,Peak Milk Evaporated 170g,Dairy,1,590,0,Card
RCPT-200221,TXN200221,2026-08-03,14:33:00,Ikeja Branch,TILL-01,Tunde Bakare,+2348104116690,SKU1010,Mama Gold Rice 5kg,Grains & Staples,1,5870,0,Transfer
RCPT-200202,TXN200202,2026-08-07,11:02:00,MiniMart Express - Ikeja,TILL-02,Blessing Nwosu,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,340,0,pos
RCPT-200259,TXN200259,2026-08-05,17:33:00,MiniMart Express - Surulere,TILL-01,Tunde Bakare,+2348659772811,SKU1021,Bournvita 500g,Beverages,1,2560,10,Cash
RCPT-200344,TXN200344,2026-08-06,12:58:00,Ikeja Branch,TILL-01,Fatima Bello,07049632095,SKU1007,Gala Sausage Roll,Snacks,1,270,0,Cash
RCPT-200395,TXN200395,2026-08-13,09:01:00,Yaba Branch,TILL-02,Emeka Obi,,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,1270,0,Transfer
RCPT-200391,TXN200391,2026-08-08,08:01:00,MiniMart Express - Ikeja,TILL-02,Fatima Bello,,SKU1018,Maltina 33cl,Beverages,1,490,0,Transfer
RCPT-200211,TXN200211,2026-08-07,16:38:00,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,,5,Card
RCPT-200035,TXN200035,2026-08-01,19:00:00,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,7963138362,SKU1005,Coca-Cola 50cl,Beverages,3,410.00,15,pos
RCPT-200305,TXN200305,2026-08-12,19:31:00,MiniMart Express - Surulere,TILL-01,Tunde Bakare,,SKU1013,Omo Detergent 900g,Household,4,1540,5,USSD
RCPT-200359,TXN200359,2026-08-08,17:34:00,SURULERE,TILL-01,Ibrahim Musa,8351769404,SKU1028,Semovita 2kg,Grains & Staples,1,2280,0,Cash
RCPT-200194,TXN200194,2026-08-05,19:16:00,YABA,TILL-02,Amaka Eze,,SKU1008,Milo 400g,Beverages,2,2190,5,POS Card
RCPT-200171,TXN200171,2026-08-02,17:48:00,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,,SKU1015,Close Up Toothpaste 140ml,,1,₦930.00,0,USSD
RCPT-200285,TXN200285,2026-08-14,10:33:00,Ikeja Branch,TILL-02,Tunde Bakare,+2347098169353,SKU1007,Gala Sausage Roll,Snacks,1,280.00,10,Card
RCPT-200385,TXN200385,2026-08-07,03:41 PM,SURULERE,TILL-01,Blessing Nwosu,,SKU1025,Tom Tom Sweet (pack),Snacks,1,340,0,Bank Transfer
RCPT-200175,TXN200175,2026-08-10,10:49:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1009,Cowbell Milk Powder 360g,Dairy,4,1960,10,Cash
RCPT-200279,TXN200279,2026-08-09,13:47:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1014,Dettol Soap 65g,Personal Care,2,₦330.00,0,POS Card
RCPT-200220,TXN200220,2026-08-12,19:13:00,Ikeja Branch,TILL-01,Tunde Bakare,8997090694,SKU1008,Milo 400g,Beverages,2,1910,5,ATM Card
RCPT-200314,TXN200314,2026-08-08,13:07:00,Surulere Branch,TILL-01,Amaka Eze,8658546557,SKU1030,Nasco Cornflakes 500g,Grains & Staples,4,"1,740.00",0,POS
RCPT-200142,TXN200142,2026-08-04,18:10:00,IKEJA,TILL-01,Fatima Bello,7143479839,SKU1023,Ariel Detergent 900g,Household,1,1730,0,ussd
RCPT-200182,TXN200182,2026-08-10,09:14:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,,SKU1027,Amstel Malta 33cl,Beverages,3,400.00,0,Cash
RCPT-200094,TXN200094,2026-08-14,19:16:00,Ikeja Branch,TILL-01,Blessing Nwosu,,SKU1018,Maltina 33cl,Beverages,2,480,0,Cash
RCPT-200173,TXN200173,2026-08-09,19:35:00,Yaba Branch,TILL-02,Fatima Bello,,SKU1029,Dano Milk Powder 400g,Dairy,1,2890,0,Cash
RCPT-200288,TXN200288,2026-08-04,21:31:00,SURULERE,TILL-01,Blessing Nwosu,07391059451,SKU1016,Eva Water 75cl,Beverages,1,,0,USSD
RCPT-200256,TXN200256,2026-08-06,13:59:00,Ikeja Branch,TILL-01,Ibrahim Musa,,SKU1016,Eva Water 75cl,Beverages,4,220,0,Card
RCPT-200244,TXN200244,2026-08-07,19:29:00,Surulere Branch,TILL-01,Blessing Nwosu,+2348863997537,SKU1011,Honeywell Semolina 2kg,Grains & Staples,3,2470,0,POS Card
RCPT-200070,TXN200070,2026-08-11,20:36:00,YABA,TILL-01,Emeka Obi,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,1730,15,transfer
RCPT-200139,TXN200139,10-08-2026,08:46:00,YABA,TILL-03,Tunde Bakare,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,290,0,Cash
RCPT-200205,TXN200205,2026-08-03,19:14:00,Surulere Branch,TILL-01,Ibrahim Musa,+2349044637417,SKU1021,Bournvita 500g,Beverages,2,2640,0,Cash
RCPT-200354,TXN200354,2026-08-04,19:02:00,MiniMart Express - Yaba,TILL-02,Ibrahim Musa,8706881586,SKU1026,Chivita Juice 1L,Beverages,1,1300,0,POS Card
RCPT-200360,TXN200360,03/08/2026,14:17:00,YABA,TILL-02,Fatima Bello,07929751981,SKU1004,Dangote Sugar 1kg,Grains & Staples,3,1190,15,transfer
RCPT-200367,TXN200367,2026-08-05,16:17:00,SURULERE,TILL-01,Blessing Nwosu,,SKU1010,Mama Gold Rice 5kg,Grains & Staples,2,"5,900.00",15,POS Card
RCPT-200253,TXN200253,01-08-2026,19:10:00,MiniMart Express - Ikeja,TILL-01,Tunde Bakare,7181647471,SKU1013,Omo Detergent 900g,Household,2,1760,0,Bank Transfer
RCPT-200170,TXN200170,10/08/2026,08:42 PM,SURULERE,TILL-01,Tunde Bakare,07591107175,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,330,10,Card
RCPT-200132,TXN200132,06/08/2026,14:06:00,Yaba Branch,TILL-03,Fatima Bello,,SKU1008,Milo 400g,Beverages,1,2040,10,Bank Transfer
RCPT-200139,TXN200139,2026-08-10,08:46:00,MiniMart Express - Yaba,TILL-03,Tunde Bakare,,SKU1017,La Casera 50cl,Beverages,5,400.00,15,Cash
RCPT-200263,TXN200263,2026-08-07,11:24:00,MiniMart Express - Surulere,TILL-01,,,SKU1021,Bournvita 500g,Beverages,1,2260,10,ussd
RCPT-200061,TXN200061,01-08-2026,09:20:00,YABA,TILL-03,Tunde Bakare,,SKU1023,Ariel Detergent 900g,Household,4,"₦1,890.00",0,POS
RCPT-200347,TXN200347,2026-08-13,17:13:00,SURULERE,TILL-01,,09073709857,SKU1019,Titus Sardine 125g,Canned Foods,4,₦730.00,5,Bank Transfer
RCPT-200095,TXN200095,2026-08-08,17:43:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,8837063330,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,330,5,Cash
RCPT-200332,TXN200332,2026-08-03,09:32:00,IKEJA,TILL-02,Fatima Bello,,SKU1003,Golden Morn 500g,Grains & Staples,2,1530,0,Cash
RCPT-200086,TXN200086,2026-08-02,09:00:00,IKEJA,TILL-01,Amaka Eze,,SKU1028,Semovita 2kg,Grains & Staples,3,2170,0,POS Card
RCPT-200148,TXN200148,2026-08-03,08:53:00,YABA,TILL-01,Chidinma Okafor,,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,4,4170,5,POS
RCPT-200274,TXN200274,2026-08-09,08:40:00,SURULERE,TILL-01,,07687415634,SKU1009,Cowbell Milk Powder 360g,Dairy,4,2050,0,Cash
RCPT-200295,TXN200295,2026-08-06,19:11:00,Ikeja Branch,TILL-02,Tunde Bakare,,SKU1027,Amstel Malta 33cl,Beverages,1,370,0,pos
RCPT-200021,TXN200021,2026-08-03,17:53:00,MiniMart Express - Yaba,TILL-02,Amaka Eze,,SKU1025,Tom Tom Sweet (pack),Snacks,4,280,5,ussd
RCPT-200083,TXN200083,2026-08-11,10:04:00,Yaba Branch,TILL-03,Segun Adeyemi,7985676253,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,2420,15,POS Card
RCPT-200168,TXN200168,2026-08-05,15:02:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,+2348282235855,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,1,2640,0,POS Card
RCPT-200270,TXN200270,09-08-2026,19:57:00,YABA,TILL-03,Ibrahim Musa,,SKU1027,Amstel Malta 33cl,Beverages,2,370.00,10,Transfer
RCPT-200194,TXN200194,2026-08-05,19:16:00,MiniMart Express - Yaba,TILL-02,Amaka Eze,,SKU1026,Chivita Juice 1L,Beverages,1,1430,0,POS Card
RCPT-200172,TXN200172,2026-08-06,14:32:00,Ikeja Branch,TILL-02,Tunde Bakare,,SKU1009,Cowbell Milk Powder 360g,Dairy,3,1960,5,Bank Transfer
RCPT-200144,TXN200144,2026-08-07,11:13:00,MiniMart Express - Yaba,TILL-01,Blessing Nwosu,,SKU1018,Maltina 33cl,Beverages,3,500,0,ussd
RCPT-200240,TXN200240,2026-08-13,16:50:00,YABA,TILL-01,Fatima Bello,,SKU1018,Maltina 33cl,Beverages,3,480,0,Bank Transfer
RCPT-200277,TXN200277,03-08-2026,18:45:00,MiniMart Express - Yaba,TILL-01,Blessing Nwosu,,SKU1008,Milo 400g,Beverages,2,2230,5,USSD
RCPT-200025,TXN200025,2026-08-13,17:21:00,YABA,TILL-01,Tunde Bakare,08366305379,SKU1021,Bournvita 500g,Beverages,2,2260,0,ussd
RCPT-200052,TXN200052,2026-08-03,12:18 PM,Surulere Branch,TILL-01,Chidinma Okafor,,SKU1023,Ariel Detergent 900g,Household,2,"1,870.00",0,POS Card
RCPT-200002,TXN200002,2026-08-10,20:11:00,Surulere Branch,TILL-01,Emeka Obi,+2348693953174,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,3,280,0,Cash
RCPT-200387,TXN200387,2026-08-13,15:04:00,MiniMart Express - Yaba,TILL-02,Amaka Eze,,SKU1017,La Casera 50cl,Beverages,1,340,0,POS Card
RCPT-200162,TXN200162,2026-08-04,17:13:00,MiniMart Express - Surulere,TILL-01,Fatima Bello,9072524184,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,1,5170,0,Cash
RCPT-200144,TXN200144,07/08/2026,11:13:00,YABA,TILL-01,Blessing Nwosu,,SKU1026,Chivita Juice 1L,Beverages,1,1220,0,ussd
RCPT-200294,TXN200294,2026-08-11,13:52:00,MiniMart Express - Yaba,TILL-03,Fatima Bello,+2347713027091,SKU1009,Cowbell Milk Powder 360g,Dairy,2,1830,0,Cash
RCPT-200035,TXN200035,2026-08-01,19:00:00,SURULERE,TILL-01,Blessing Nwosu,7963138362,SKU1013,Omo Detergent 900g,Household,1,1600,5,pos
RCPT-200166,TXN200166,2026-08-08,13:22:00,Ikeja Branch,TILL-02,Blessing Nwosu,,SKU1007,Gala Sausage Roll,Snacks,-2,260,10,ATM Card
RCPT-200288,TXN200288,04/08/2026,21:31:00,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,07391059451,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,3,2790,15,USSD
RCPT-200223,TXN200223,2026-08-10,08:54:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,7343130643,SKU1020,Cerelac Infant Cereal 400g,Baby Products,4,"₦3,210.00",0,Cash
RCPT-200268,TXN200268,2026-08-14,20:46:00,IKEJA,TILL-02,Amaka Eze,,SKU1025,Tom Tom Sweet (pack),Snacks,1,330,15,Bank Transfer
RCPT-200260,TXN200260,2026-08-09,17:17:00,Ikeja Branch,TILL-01,Amaka Eze,,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,3560,0,Cash
RCPT-200195,TXN200195,2026-08-03,08:58:00,MiniMart Express - Ikeja,TILL-02,Chidinma Okafor,07907702778,SKU1005,Coca-Cola 50cl,Beverages,1,440,15,USSD
RCPT-200154,TXN200154,2026-08-10,09:42:00,YABA,TILL-01,Blessing Nwosu,,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,2,2820,15,Cash
RCPT-200338,TXN200338,13/08/2026,11:33:00,Ikeja Branch,TILL-01,Chidinma Okafor,07649625631,SKU1005,Coca-Cola 50cl,Beverages,2,460,0,Transfer
RCPT-200238,TXN200238,2026-08-14,13:27:00,MiniMart Express - Ikeja,TILL-02,Amaka Eze,,SKU1018,Maltina 33cl,Beverages,4,460,5,POS Card
RCPT-200123,TXN200123,2026-08-06,03:12 PM,SURULERE,TILL-01,Ibrahim Musa,,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,1190,0,POS Card
RCPT-200105,TXN200105,2026-08-12,09:52:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,1950,0,POS Card
RCPT-200366,TXN200366,2026-08-02,21:36:00,MiniMart Express - Surulere,TILL-01,Segun Adeyemi,,SKU1016,Eva Water 75cl,Beverages,2,180,10,Card
RCPT-200135,TXN200135,2026-08-09,20:56:00,IKEJA,TILL-02,Fatima Bello,,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,3,200,10,POS Card
RCPT-200282,TXN200282,2026-08-04,21:30:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,1,160,0,POS Card
RCPT-200396,TXN200396,2026-08-14,20:53:00,MiniMart Express - Yaba,TILL-03,Emeka Obi,,SKU1027,Amstel Malta 33cl,Beverages,2,440,5,Bank Transfer
RCPT-200055,TXN200055,11/08/2026,13:32:00,Yaba Branch,TILL-02,Ibrahim Musa,,SKU1030,Nasco Cornflakes 500g,,3,1850,10,transfer
RCPT-200014,TXN200014,2026-08-02,18:07:00,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,7729291061,SKU1017,La Casera 50cl,Beverages,2,330,0,POS Card
RCPT-200069,TXN200069,2026-08-12,19:58:00,IKEJA,TILL-02,Fatima Bello,8621599149,SKU1005,Coca-Cola 50cl,Beverages,1,390,10,Cash
RCPT-200115,TXN200115,2026-08-10,17:12:00,YABA,TILL-01,Blessing Nwosu,+2347004529514,SKU1018,Maltina 33cl,Beverages,1,420.00,0,cash
RCPT-200153,TXN200153,2026-08-08,19:12:00,Ikeja Branch,TILL-01,Amaka Eze,08027645409,SKU1020,Cerelac Infant Cereal 400g,Baby Products,5,"3,210.00",0,CASH
RCPT-200033,TXN200033,2026-08-10,14:17:00,SURULERE,TILL-01,Ibrahim Musa,+2348064546190,SKU1026,Chivita Juice 1L,Beverages,2,1370,10,Cash
RCPT-200068,TXN200068,2026-08-06,20:12:00,SURULERE,TILL-01,Fatima Bello,,SKU1004,Dangote Sugar 1kg,Grains & Staples,4,1110,10,POS Card
RCPT-200172,TXN200172,06-08-2026,14:32:00,Ikeja Branch,TILL-02,Tunde Bakare,,SKU1020,Cerelac Infant Cereal 400g,Baby Products,4,3480,15,Bank Transfer
RCPT-200164,TXN200164,2026-08-02,19:18:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,08561083228,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,1,170.00,0,pos
RCPT-200326,TXN200326,2026-08-06,14:48:00,SURULERE,TILL-01,Fatima Bello,07276596608,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,1250,0,ussd
RCPT-200149,TXN200149,14/08/2026,10:08:00,Ikeja Branch,TILL-01,Fatima Bello,08151589166,SKU1002,Peak Milk Evaporated 170g,Dairy,3,630,10,transfer
RCPT-200279,TXN200279,2026-08-09,13:47:00,SURULERE,TILL-01,Emeka Obi,,SKU1019,Titus Sardine 125g,Canned Foods,2,790,15,POS Card
RCPT-200139,TXN200139,2026-08-10,08:46:00,YABA,TILL-03,Tunde Bakare,,SKU1016,Eva Water 75cl,Beverages,1,200,10,Cash
RCPT-200235,TXN200235,2026-08-14,07:53:00,MiniMart Express - Yaba,TILL-01,Emeka Obi,+2347844579408,SKU1007,Gala Sausage Roll,Snacks,1,₦270.00,0,ATM Card
RCPT-200302,TXN200302,2026-08-14,11:59:00,MiniMart Express - Yaba,TILL-01,Ibrahim Musa,08194346901,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,3290,15,CASH
RCPT-200100,TXN200100,2026-08-10,15:21:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1009,Cowbell Milk Powder 360g,Dairy,4,1960,15,Bank Transfer
RCPT-200237,TXN200237,2026-08-10,11:34:00,Ikeja Branch,TILL-02,Blessing Nwosu,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,2510,5,Card
RCPT-200022,TXN200022,2026-08-09,09:41 PM,MiniMart Express - Yaba,TILL-01,Segun Adeyemi,+2347909985918,SKU1030,Nasco Cornflakes 500g,Grains & Staples,4,1970,5,Cash
RCPT-200243,TXN200243,2026-08-01,05:54 PM,YABA,TILL-03,Ibrahim Musa,,SKU1007,Gala Sausage Roll,Snacks,2,240,0,Cash
